"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"33037","1","China-Tanzania Malaria Prevention and Treatment Center Held Opening Ceremony","","start-actual","","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Completion"," "," ","",""
"33050","1","China sends 22nd medical team to Tanzania","2011-08-18","start-actual","2013-08-31","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Completion","2011","2013","",""
"33051","1","China gives Cambodian Ministry of Foreign Affairs and International Cooperation office equipment","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"33052","1","China Aid Tanzania: Grant RMB153M for Ministry of Foreign Affairs Office Building","","start-actual","","end-actual","China","CHN","Tanzania","TZA","150","Government and Civil Society","","","Implementation","2011","2011","26375618.81",""
"33053","1","Chinese Specialists Train Tanzanian Children in Group Calisthenics Performance","","start-actual","","end-actual","China","CHN","Tanzania","TZA","160","Other Social Infrastructure and Services","","","Completion"," "," ","",""
"33057","1","EXIMbank concessional loan for 2nd Cambodia-China Friendship (Prek Kdam) bridge (Linked to Project ID#32113)","2007-06-11","start-actual","2010-05-31","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2007","2010","46863185.57",""
"33058","1","EXIMbank concessional loan for 3rd Cambodia-China Friendship (Prek Tamak) Bridge (Linked to Project ID#32113)","2007-06-06","start-actual","2010-09-30","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2007","2010","70829001.13",""
"33060","1","China Finances Cambodia's Construction of Agricultural Laboratory Building (Linked to Project ID#32209)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion","2013","2013","984.9828386",""
"33061","1","China Donates Security Equipment to Cambodia (linked to Project ID#32086, ID#33076)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2013","2013","14036245.2",""
"33063","1","China Donates Agricultural Equipment to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion"," "," ","",""
"33064","1","EXIMbank concessional loan for expansion of Cambodia National Road No. 5 ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2012","2012","60174862.05",""
"33071","1","EXIMbank Concessional Loan for Rural Power Grid Project (Phase I of Project) (Linked to Project ID#35571)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Completion","2009","2009","67879358.36",""
"33072","1","China provides Interest-Free Loan to Purchase MA60 Aircrafts","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion"," "," ","",""
"33073","1","China Provides Training Program for 204 Cambodian students","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"33074","1","China Aids Cambodia to Build Government Information Technology Building","","start-actual","","end-actual","China","CHN","Cambodia","KHM","220","Communications","","","Implementation"," "," ","",""
"33076","1","China Donates Port Security Inspection Equipment to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"33077","1","China gives 1.5 million USD to Cambodian flood victims","","start-actual","","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2011","2011","1665580.083",""
"33078","1","China donates 50,000 USD to Cambodia Red Cross ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2013","2013","50855.96085",""
"33092","1","Concessional loan for construction of National Road No. 41 in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2011","2011","49880792.34",""
"33096","1","China provides Training Program for 95 Cambodian Students","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"33097","1","China donates trucks and other machinery to Cambodian King's Working Group","","start-actual","","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","","","Completion"," "," ","",""
"33098","1","Chinese Government Donate 500,000 Dollars to UN World Food Plan Cambodia Program","","start-actual","","end-actual","China","CHN","Cambodia","KHM","520","Developmental Food Aid/Food Security Assistance","","","Completion","2010","2010","629075.3476",""
"33105","1","China Donates Transport Vehicles and Office Equipment to Cambodia Ministry of Parliamentary Relations and Inspection","","start-actual","2008-05-22","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2008","2008","100007.1732",""
"33123","1","EXIMbank concessional loan Lower and Upper Sections of Stung Russey Chrum/Orussei hydropower project (额勒赛项目)","2010-04-01","start-actual","2013-12-13","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Completion","2010","2013","518358086.4",""
"33134","1","Donation of 30 Fire Trucks in Phnom Penh (Linked to Project ID#32127)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Completion"," "," ","",""
"33138","1","China will Send 4 Youth Volunteers to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Completion"," "," ","",""
"33156","1","China Provide 100 Milliion RMB Interest-free Loan to Cambodia ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2006","2006","23077533.46",""
"33158","1","China provides 300 bio-digesters to Cambodian rural households","2013-11-12","start-actual","2014-06-02","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Completion","2013","2014","400000.0",""
"33159","1","Exchange Letter Signed: China Offer Cambodia Anti-Malaria Medicine","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","","","Implementation"," "," ","",""
"33160","1","China Donates Materials to Cambodian King's Working Group (linked to Project ID#33163) ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion","2005","2005","479560.1733",""
"33163","1","Technical Specialists and Materials sent to Cambodian King's work group","","start-actual","","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","","","Completion","2005","2005","19844823.81",""
"33164","1","China's Training Program for Cambodia in 2005-2006","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Implementation"," "," ","",""
"33165","1","China Donate PCVSAT Satellite Meteorology Equipment to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Completion"," "," ","",""
"33187","1","420 million USD concessionary loan","2012-09-05","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Pipeline/identification","2012","2012","444954965.9",""
"33215","1","China sends survey team to Cambodia National Botanical Garden","2006-04-08","start-actual","2007-04-08","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Completion","2006","2007","69232.60039",""
"33399","1","China to provide 50 million CNY interest-free loans to Cambodia(Linked to Project ID#32066)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2002","2002","13658337.23",""
"33522","1","China gives 300 million RMB grant to Cambodia (link to project project ID:#32131)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2013","2013","49249141.93",""
"33680","1","1st Chinese Youth Volunteer Team to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","","","Completion"," "," ","",""
"33693","1","China conducts cow breeding project in Laos (Linked to Project ID #33691)","","start-actual","","end-actual","China","CHN","Laos","LAO","310","Agriculture, Forestry, Fishing","","","Implementation"," "," ","",""
"33695","1","China assists with cultural palace in Vientiane (Linked to Project ID #33691)","","start-actual","","end-actual","China","CHN","Laos","LAO","160","Other Social Infrastructure and Services","","","Completion"," "," ","",""
"33700","1","China assists with construction of hospital in Luang Prabang, Laos (Linked to Project #33691)","","start-actual","","end-actual","China","CHN","Laos","LAO","120","Health","","","Implementation"," "," ","",""
"33703","1","Geological Survey in Vientiane Plain","","start-actual","","end-actual","China","CHN","Laos","LAO","320","Industry, Mining, Construction","","","Completion"," "," ","",""
"33706","1","Technical traininge for Laos' drug control programs (linked to #33768)","","start-actual","","end-actual","China","CHN","Laos","LAO","150","Government and Civil Society","","","Completion"," "," ","",""
"33725","1","China to give package of assistance to Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","430","Other","","","Implementation"," "," ","",""
"33726","1","EXIM Bank loan for construction of Kunming-Vientiane high-speed railway link","","start-actual","","end-actual","China","CHN","Laos","LAO","210","Transport and Storage","","","Pipeline/identification","2012","2012","5297082927.0",""
"33729","1","13 million yuan of grant aid for ASEAN Summit in Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","150","Government and Civil Society","","","Completion","2004","2004","3237961.673",""
"33736","1","China Provides 73.85 million USD Loan to Zanzibar for Karume Airport","2011-02-01","start-actual","","end-actual","China","CHN","Tanzania","TZA","210","Transport and Storage","","","Completion","2011","2013","78798627.09",""
