"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"30642","1","China and Nigeria sign agreement for Technology Cooperation on MINAFFET building","","start-actual","","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","","","Implementation","2013","2013","8136953.736",""
"30699","1","50 million RMB unspecified grant (first)","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","","","Pipeline/identification","2012","2012","8391640.503",""
"30704","1","China Funds Construction of China-Uganda Friendship School","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","","","Completion","2009","2009","950311.017",""
"30711","1","Chinese Medical Team deployed in Unguja and Pemba islands","","start-actual","","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Completion"," "," ","",""
"30712","1","Medical Team deployed in Dodoma, Tabora and Mara regional hospitals, and the Muhimbili National Hospital","2012-08-01","start-actual","","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Implementation","2012","2012","",""
"30718","1","Chinese investment company funds medical team to Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","","","Implementation"," "," ","",""
"30729","1","50 million RMB unspecified grant (second)","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","","","Pipeline/identification","2012","2012","8391640.503",""
"30937","1","China Exim provides 200 million USD loan for port in Zanzibar","","start-actual","","end-actual","China","CHN","Tanzania","TZA","210","Transport and Storage","","","Implementation","2013","2013","203423843.4",""
"30938","1","EXIM bank loans 70 million USD to expand Karume Airport on Pemba Island","","start-actual","","end-actual","China","CHN","Tanzania","TZA","210","Transport and Storage","","","Implementation","2011","2011","77727070.56",""
"30966","1","China pledges to construct Centre for Research and Training on Alternative Energy in Tanzania","","start-actual","","end-actual","China","CHN","Tanzania","TZA","230","Energy Generation and Supply","","","Pipeline/identification","2013","2013","138328213.5",""
"30977","1","China donates USD83.08K in office supplies to Uganda political party","2009-09-01","start-actual","","end-actual","China","CHN","Uganda","UGA","920","Support to Non-governmental Organizations (NGOs) and Government Organizations","","","Completion","2009","2009","112788.3418",""
"30981","1","China provides senior agricultural experts to Uganda","2009-07-01","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","","","Completion","2009","2009","5993312.915",""
"30985","1","Road Equipment District Units","","start-actual","","end-actual","China","CHN","Uganda","UGA","210","Transport and Storage","","","Implementation","2012","2012","138275.0527",""
"30986","1","Donation of agricultural implements","2007-05-01","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","","","Completion","2007","2007","107276.6586",""
"31063","1","China awards scholarships for Rwandan students to study in China (2013)","2013-08-30","start-actual","","end-actual","China","CHN","Rwanda","RWA","110","Education","","","Implementation","2013","2013","",""
"31116","1","50 million USD Technical and economic cooperation grant","","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","","","Implementation","2013","2013","8208190.322",""
"31169","1"," Broadcasting Technical Cooperation Project in Zanzibar","","start-actual","","end-actual","China","CHN","Tanzania","TZA","220","Communications","","","Completion"," "," ","",""
"31196","1","China provides funding to for electoral support ","","start-actual","2010-12-31","end-actual","China","CHN","Burundi","BDI","150","Government and Civil Society","","","Completion","2008","2010","362784.642",""
"31279","1","Confucius Institute at University of Dodoma","","start-actual","2013-04-28","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Completion","2013","2013","",""
"31280","1","Confucius Institute at the University of Dar es Salaam","","start-actual","2013-10-09","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Completion","2013","2013","",""
"31291","1","China and Rwanda build Confucius Institute at the Kigali Institute of Education","2008-01-30","start-actual","2009-06-26","end-actual","China","CHN","Rwanda","RWA","110","Education","","","Completion","2008","2009","",""
"31317","1","Confucius Institute at the University of Burundi","2011-02-18","start-actual","2012-09-06","end-actual","China","CHN","Burundi","BDI","110","Education","","","Completion","2011","2012","",""
"31415","1","6th installment of technical cooperation for the People's Palace and Martyrs Stadium","2008-01-03","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","160","Other Social Infrastructure and Services","","","Implementation","2008","2008","3101630.345",""
"31508","1","Donations of Rice and Corn","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","720","Emergency Response","","","Completion","2000","2000","1401894.037",""
"31652","1","China donates ATVs, motorcycles, and bicycles to Dem. Rep. of Congo","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","160","Other Social Infrastructure and Services","","","Implementation","2006","2006","5520218.468",""
"31659","1","Donation to the DRC","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","430","Other","","","Completion","2001","2001","30224389.58",""
"32016","1","Low-interest loan from Chinese bank to finance plywood factory in Cambodia (Linked to Project ID#32071)","2000-08-09","start-actual","","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","","","Implementation","2000","2000","",""
"32022","1","Interest-free loan for Cambodia's Industry and Agriculture","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Implementation","2000","2000","14020144.39",""
"32025","1","China Grants Cambodia 61m CNY in Interest-Free Loan (Project ID #32021)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Completion","2001","2001","16761107.05",""
"32026","1","Chinese delegation donates technological equipment to Cambodian Minister of Fine Arts","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2001","2001","41215.83701",""
"32029","1","Donation of criminal investigation equipment","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2001","2001","151124.7357",""
"32031","1","China EXIM Bank concessional loan for Construction of Textile Factory","","start-actual","","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","","","Implementation","2000","2000","14020144.39",""
"32033","1","China donates forensic equipment to Cambodian police","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2001","2001","181944.6856",""
"32034","1","China donates construction materials to Cambodian King's Working Group (linked to #32045) ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion","2002","2002","273166.7447",""
"32035","1","China helps Cambodia Drill 500 Wells ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","140","Water Supply and Sanitation","","","Completion"," "," ","",""
"32037","1","China hands highway assembling steel bridges (45m yuan) to Cambodia (linked to Project ID#32095)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2001","2001","12364751.1",""
"32038","1","China to provide Cambodia with Construction Assistance","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2001","2001","4509012.569",""
"32040","1","China to Drill 500 More Wells in Cambodia (Linked to Project ID#32035) ","2002-12-30","start-actual","2004-07-13","end-actual","China","CHN","Cambodia","KHM","140","Water Supply and Sanitation","","","Completion","2001","2004","4396355.947",""
"32042","1","China donates de-mining equipment (108,000 USD) to Cambodia","","start-actual","2002-06-06","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2002","2002","244186.8552",""
"32045","1","China donates 15,000 USD aid to Cambodian King's Working Group (linked to #32034)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion","2002","2002","33914.841",""
"32048","1","China and Cambodia sign MOU on Agricultural Cooperation ( link to project ID: #32049)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Pipeline/identification"," "," ","",""
"32049","1","Donation of vegetable pesticide residue detecting instruments ( Link to Project ID: #32048)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion","2013","2013","30513.57651",""
"32053","1","Concessional loan for new terminal at Phnomh Penh Port (Linked to Project ID#32201)","2011-03-09","start-actual","2013-01-01","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2011","2013","30482798.22",""
"32061","1"," China pledges 50 million yuan grant to Cambodia (linked to Project ID #32063)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2005","2005","11989004.33",""
"32062","1","Restoration of Chau Say Tevoda temple of Angkor Wat","2000-03-29","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Completion","2000","2000","2804028.879",""
"32063","1","China pledges 50 million yuan interest-free loan to Cambodia (linked to Project ID #32061)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2005","2005","11989004.33",""
"32065","1","China provides 2 Million Yuan in Flood Relief Goods","","start-actual","","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2000","2000","560805.7757",""
"32066","1","12.5 million USD in grant aid and interest-free loans for projects (Linked to Project ID#32087, ID#33400, ID#32079, ID#33399)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Pipeline/identification"," "," ","",""
"32067","1","China Donates Election Equipment to Cambodian Election Committee","","start-actual","2003-05-29","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2003","2003","44081.73362",""
"32069","1","Chinese Engineers and Technicians provide expertise for Cambodian Shopping Center","","start-actual","2003-05-26","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion","2003","2003","",""
"32070","1","China donates office equipment (1m CNY) to Cambodia","","start-actual","2002-08-28","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2002","2002","273166.7447",""
"32077","1","Interest-free loan of 24 million USD for National Road No.7 (linked to project ID #32081)","2004-10-01","start-actual","2007-12-31","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2003","2007","52898080.35",""
"32078","1","China will donate 5m Yuan of Relief Goods to Cambodia (Linked to Project ID#32065)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Implementation","2000","2000","1402014.439",""
"32079","1","China to provide 50 million CNY grant to Cambodia (Linked to Project ID#32066)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2002","2002","13658337.23",""
"32080","1","EXIMbank loans for Rehabilitation of Kirirom I hydropower dam","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Completion","2002","2002","35045335.7",""
"32081","1","China grants Cambodia 50 million yuan (linked to #32077)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","510","General Budget Support","","","Completion","2003","2003","13314466.77",""
"32083","1","250 Million Yuan in Preferential Loan","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2004","2004","62268493.71",""
"32086","1","THSCAN Mobile Container Scanning System (linked to Project ID#33061)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"32087","1","China waives Cambodian 200 million USD debts (Linked to Project ID#32066)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","600","Action Relating to Debt","","","Completion","2002","2002","452197879.9",""
"32088","1","China donates 400 police motorcycles (link to ID #32085)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"32089","1","China Provides Emergency Relief to Cambodia For Avian Flu","","start-actual","2004-02-11","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2004","2004","103076.7862",""
"32094","1","China pledges to provide administrative and technical personnel training for Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Pipeline/identification"," "," ","",""
"32095","1","Donation of 1500 meters of bridge steel (linked to Project ID#32037)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2002","2002","20487505.85",""
"32102","1","250 million RMB loan for developing Cambodia's telecommunications Industry","","start-actual","","end-actual","China","CHN","Cambodia","KHM","220","Communications","","","Completion","2005","2005","59945021.67",""
"32103","1","Cambodian National Telecom Network Upgrade (linked to project ID #32084, #32086, #32090)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","220","Communications","","","Completion","2006","2006","368014564.5",""
"32104","1","China offers 2 Million Yuan for Cambodian Flood Victims (Linked to #32065)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Implementation","2000","2000","560805.7757",""
"32105","1","EXIMbank concessional loan for National Road No.10/57 (Linked to Project ID#35687)","2008-11-15","start-actual","2012-01-16","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2007","2012","68185558.71",""
"32113","1","China gives loan for infrastructure projects in Cambodia (links to project ID:#32239, #33058,#33057,#32153,#32146)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Pipeline/identification"," "," ","",""
"32117","1","China provides office supplies to Cambodian Ministry of Industry, Mines, and Energy","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"32119","1","Concessional loan for Cambodia National Road No. 78","2009-11-12","start-actual","2012-12-06","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2009","2012","101503816.7",""
"32121","1","270 million yuan grant to Cambodia, Laos and Myanmar","","start-actual","","end-actual","China","CHN","South Asia, regional","Unspecified","998","Unallocated / Unspecified","","","Pipeline/identification"," "," ","",""
"32124","1","China to Conduct a Feasibility Study for a Railway Project in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2009","2009","3393967.918",""
"32126","1","China donates office supplies to Cambodian NEC worth 1.25 million USD","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2007","2007","2035146.81",""
"32127","1","China donates 200 Water Pumps to Cambodia (Linked to Project ID#33134)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion"," "," ","",""
"32128","1","China provides loan for the enlargement of Cambodian National Road No. 6 (linked to ID #32199)","2013-03-05","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2013","2013","246416455.6",""
"32129","1","Khmer New Year Art Performances","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Completion"," "," ","",""
"32131","1","500 million USD in soft loans (Linked to #32132, #32130, #33522)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","","","Implementation","2013","2013","508559608.5",""
"32133","1","Construction of national road No. 44 (Linked to Project ID#32199)","2013-05-06","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2013","2013","79530585.82",""
"32134","1","Chinese Embassy donates to the Cambodian Red Cross","","start-actual","","end-actual","China","CHN","Cambodia","KHM","920","Support to Non-governmental Organizations (NGOs) and Government Organizations","","","Completion","2013","2013","10171.19217",""
"32135","1","China granted $400000 USD for the cassava cultivation cooperation project second phrase","2013-05-21","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion","2013","2013","406847.6868",""
"32137","1","Donation of 100 tractors","","start-actual","","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","","","Completion"," "," ","",""
"32138","1","Supply of guns and ammunition ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"32139","1","China pledges 200 million yuan in interest-free loans","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Pipeline/identification","2013","2013","32832761.29",""
"32140","1","Donation of Office Supplies","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2013","2013","71198.34519",""
"32141","1","Loan for Rural Development Bank to support rice sector","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Pipeline/identification"," "," ","",""
"32142","1","China provides agricultural engines for post-flood rehabilitation","","start-actual","","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion"," "," ","",""
"32146","1","EXIMbank loan RMB135M for Cambodia GMS-IS Section (Phase I) (Linked to Project ID#32113 )","","start-actual","2010-07-05","end-actual","China","CHN","Cambodia","KHM","220","Communications","","","Completion","2007","2010","28891873.93",""
"32147","1","15,000 USD donation to Chinese-teaching schools","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion","2006","2006","27601.09234",""
"32149","1","EXIMbank concessionary loan for Construction of 115kV Transmission Line and Substation from Phnom Penh to Bavet Project (Linked to Project ID#32201)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Implementation","2009","2009","94477742.25",""
"32153","1","EXIMbank loan USD51.9M for construction of Cambodia National Road No. 76 (Linked to Project ID#32113 & ID#32155)","2008-02-14","start-actual","2011-03-25","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2007","2011","84499295.53",""
"32155","1","EXIM China concessional loan for extension of Cambodia National Road No. 76 (Linked to #32155)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2012","2012","94577720.59",""
"32156","1","China provides grant for the construction project of New Office Buildings for the Senate (Linked to Project ID#32201)","2012-02-20","start-actual","2013-12-10","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2009","2013","10453421.19",""
"32160","1","US$302m loan for roads and irrigation projects (Linked to Project ID#32155)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Pipeline/identification","2012","2012","319943808.8",""
"32161","1","Restoration and Conservation Project for Takeo Temple of Ankor Wat (Linked to project ID#32201) ","2010-11-27","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Implementation","2009","2010","7949082.106",""
"32162","1","China gives 80m Yuan Grant To Cambodia ( Linked to Project ID#32165)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2007","2007","17121110.47",""
"32164","1","EXIMbank concession loan for the expansion of National Road No. 6 (from Russey Keo to Thnal Keng) (Linked to Project ID#32209)","2012-02-14","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2011","2012","75942234.95",""
"32166","1","Funding for construction of Cambodian government office","2007-01-28","start-actual","2008-11-28","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2006","2008","59802366.74",""
"32167","1","Donation of water pumps","","start-actual","","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2012","2012","211883.3171",""
"32168","1","EXIMbank concessionary loan for Rehabilitation Project of the National Road No 57B (linked to project ID#32201)","2010-12-15","start-actual","2013-12-16","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2009","2013","125017556.7",""
"32169","1","EXIMbank concessional loan for Construction of National Road No 59 (Linked to project ID#32201)","2011-02-15","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2011","2011","87572468.59",""
"32171","1","Chinese Corner at University of Cambodia","","start-actual","2012-02-21","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion","2012","2012","",""
"32174","1","China donates office supplies and equipment for ASEAN Summit","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2012","2012","426944.8839",""
"32176","1","EXIMbank concessional loan for Kampong Trabek River Flood Control Project Phase I (linked to project ID#32201)","2010-11-24","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion","2009","2010","42104845.11",""
"32180","1","Construction Project of the National Road No. 3762 (Linked to Project ID#32201)","2010-09-01","start-actual","2012-12-01","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2009","2012","20673598.04",""
"32187","1","Concessional loan for Kanghot Irrigation Development Project Phase I","2010-11-26","start-actual","2013-06-04","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion","2010","2013","59133082.67",""
"32189","1","EXIMbank gives concessional loan to Cambodia for the construction of national road No. 214(Linked to Project ID#32191)","2012-05-05","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2012","2012","120182203.9",""
"32190","1","China donates 10,000 USD to Cambodian Red Cross to train young volunteers in the country","","start-actual","2010-02-22","end-actual","China","CHN","Cambodia","KHM","920","Support to Non-governmental Organizations (NGOs) and Government Organizations","","","Completion","2010","2010","12581.50695",""
"32191","1","6th Cambodia-China Friendship (Mekong-Stung Treng) Bridge (Linked to Project ID#32189)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2012","2012","2710120.052",""
"32192","1","EXIMbank finance 246 MW Stung Tatay hydropower project","2010-03-29","start-actual","2013-08-31","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Completion","2010","2013","702048087.9",""
"32195","1","EXIMbank concessional loan for Rehabilitation of National Road No.62 (South Section: Kampong Thom – Tbeng MeanChey ) (Linked to Project ID#38647)","2010-01-27","start-actual","2012-08-08","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2010","2012","67390476.66",""
"32198","1","China donates office equipment to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2011","2011","85923.81215",""
"32202","1","Kirirom III Hydroelectric Station ( Link to project ID: #32085)","","start-actual","2013-02-23","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Completion","2007","2013","76684331.78",""
"32209","1","China provides 50m RMB grant to Cambodia (Linked to Project ID#32164, ID#32216, ID#33060, ID#32210)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Implementation","2011","2011","8592381.215",""
"32210","1","China donates computers and air conditioner to Cambodian Senate (link to #32209)","","start-actual","2011-10-18","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2011","2011","",""
"32211","1","China sends a medical team to aid in alleviation of outbreak in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","","","Implementation"," "," ","",""
"32212","1","China donates language books to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion","2011","2011","1718.476243",""
"32216","1","EXIMbank concessional loan for Rural Grid Extension Phase I (22-KV) (Linked to Project ID#32209)","2012-04-06","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Completion","2010","2012","64019236.71",""
"32217","1","China commits to 200 million USD of debt relief for Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","600","Action Relating to Debt","","","Completion","2010","2010","25163013.9",""
"32221","1","China pledges police assistance to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Pipeline/identification"," "," ","",""
"32224","1","China pledges agricultural assistance to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Pipeline/identification"," "," ","",""
"32230","1","US$80 million in for 3 projects ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Implementation","2012","2012","84753326.83",""
"32232","1","$24 million grant for projects","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","","","Completion","2012","2012","25425998.05",""
"32234","1","Chinese Red Cross donates 50,000 USD for Cambodian stampede victims","","start-actual","2010-11-24","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2010","2010","62907.53476",""
"32235","1","China agreed to provide loan of 50 million USD to develop energy sector ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Implementation","2012","2012","52970829.27",""
"32239","1","EXIMbank loans USD71.5M for construction of Cambodia national road No. 8 (from Prek Tamak to Cambodia-Vietnam border) (Linked to Project ID#32113 &ID#38647)","2008-01-01","start-actual","2011-07-06","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2007","2011","116431102.3",""
"32241","1","China provides 50m yuan flood relief goods to Cambodia ","2011-10-15","start-actual","2011-10-16","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2011","2011","8592381.215",""
"32242","1","China provides office supply donation to Cambodia (linked to project ID #32241)","","start-actual","2011-10-17","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2011","2011","",""
"32246","1","China donates office supplies to Cambodia's education ministry","","start-actual","2011-11-17","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2011","2011","",""
"32247","1","China contributes 465,000 to build the China-Cambodia Food Industry Laboratory","","start-actual","2012-12-07","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","","","Completion","2012","2012","492628.7122",""
"32248","1","China's Guangxi donates tractors to flood-hit areas in Cambodia (linked to Project ID#33077)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2011","2011","515542.8729",""
"32249","1","EXIMbank concessional loan for 5th Cambodia-China Friendship (New Chroy Changvar) Bridge ","2011-11-02","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2011","2011","29705065.6",""
"32252","1","ADRA Receives Grant from Hong Kong Government in Response to Cambodian Floods","","start-actual","2011-11-22","end-actual","China","CHN","Cambodia","KHM","720","Emergency Response","","","Completion","2011","2011","71064.75023",""
"32454","1","$600,000 for de-mining in eastern Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2008","2008","827645.571",""
"32456","1","China donates $14,000 worth of Gymnastic Equipment","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Completion","2008","2008","19311.72999",""
"32458","1","Chinese Government Grants 54 Scholarships for AY 2008-2009 (Linked to Project ID#32459)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"32459","1","Donation to Royal University of Phnom Penh Library (Linked to Project ID#32458)","","start-actual","2008-08-12","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion","2008","2008","",""
"32592","1","Agricultural Technology Center","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","310","Agriculture, Forestry, Fishing","","","Completion"," "," ","",""
"32963","1","Cardiac Surgery Treatment and Training Center in Dar es Salaam","","start-actual","","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Completion","2006","2006","18400728.23",""
"32965","1","China Exempt 7 Debts of Tanzania","","start-actual","","end-actual","China","CHN","Tanzania","TZA","600","Action Relating to Debt","","","Implementation"," "," ","",""
"32967","1","China provides agricultural experts to Burundi","","start-actual","","end-actual","China","CHN","Burundi","BDI","310","Agriculture, Forestry, Fishing","","","Completion"," "," ","",""
"32987","1","China Donates Computers to Tanzania","","start-actual","","end-actual","China","CHN","Tanzania","TZA","150","Government and Civil Society","","","Completion"," "," ","",""
"32989","1","China Donated Materials to Urban Water Supply Program in Dodoma","","start-actual","","end-actual","China","CHN","Tanzania","TZA","140","Water Supply and Sanitation","","","Completion"," "," ","",""
"32991","1","China Donate Anti-Malaria Medicine to Tanzania","","start-actual","","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Completion"," "," ","",""
"32996","1","China EXIM Bank Signed the ICT Program Concessional Loans Agreement","","start-actual","","end-actual","China","CHN","Tanzania","TZA","220","Communications","","","Completion","2008","2008","96558649.95",""
"33031","1","21st Chinese medical team","","start-actual","","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Completion"," "," ","",""
"33036","1","China Donate Teaching Equipment to Dar es Salaam University in Tanzania","","start-actual","","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Completion","2009","2009","198727.0527",""
