all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling,aid_in_millions
Eritrea,Education,Grant,ODA-like,"China Ministry of Education, Government Agency",Development,Arbaete-Asmara,15.33805,38.93184,Asmara,2013,China funds 3.8 million USD for construction of Erafaile Elementary School in Eritrea,Eritrea,AdditionalCoded,4912275.06,TRUE,4.91227506
Equatorial Guinea,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,3.7468,8.7752,National University of Equatorial Guinea,2013,Confucius Institute established at National University of Equatorial Guinea,Equatorial Guinea,AdditionalCoded,1982494.353,TRUE,1.982494353
Equatorial Guinea,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Malabo,3.75,8.78333,Malabo,2012,Donation of school supplies and food to orphange-school,Equatorial Guinea,ChinatoAfrica,2785772.32,TRUE,2.78577232
Equatorial Guinea,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Equatorial Guinea,2012,Scholarships for study in China,Equatorial Guinea,ChinatoAfrica,323080.3,TRUE,0.3230803
Equatorial Guinea,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Bioko,3.35044,8.66277,Bioco,2012,Donation of office supplies to Bioko Chamber of Commerce,Equatorial Guinea,ChinatoAfrica,1506069.793,TRUE,1.506069793
Equatorial Guinea,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Malabo,3.75,8.78333,Malabo,2012,Donation of office supplies to Democratic Party,Equatorial Guinea,ChinatoAfrica,1762148.7,TRUE,1.7621487
Equatorial Guinea,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Malabo,0,0,Equatorial Guinea,2011,Donation of vehicles to the Mininstry of Foreign Affairs,Equatorial Guinea,ChinatoAfrica,2857461.453,TRUE,2.857461453
Equatorial Guinea,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,3.75,8.78333,Malabo,2011,Donation of school materials to Pilar Buepoyo school,Equatorial Guinea,ChinatoAfrica,538324.88,TRUE,0.53832488
South Africa,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,South Africa,2013,China Sends 200 Scholarships to South African Students,South Africa,AdditionalCoded,25395251.17,TRUE,25.39525117
Cote D'Ivoire,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Ivory Coast,2011,China Donates Materials to the Independent Electoral Commission (1st batch in the year),Cote D'Ivoire,ChinatoAfrica,937029.6333,TRUE,0.937029633
Tanzania,Women in Development,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Coast Region,-7.77431,39.27275,Nyambati,2013,China's First Lady Donates To WAMA in Tanzania,Tanzania,EcologicallySensitive,882344.6733,TRUE,0.882344673
Tanzania,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-10.8,39.13333,Mtwara,2013,China Donates Television Broadcast Truck to TBC,Tanzania,EcologicallySensitive,1302842.547,TRUE,1.302842547
Tanzania,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-5.2,38.28333,Tanga,2013,China Donates Television Broadcast Truck to TBC,Tanzania,EcologicallySensitive,1302842.547,TRUE,1.302842547
Tanzania,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-5.91667,39.28333,Zanzibar North,2013,China Donates Television Broadcast Truck to TBC,Tanzania,EcologicallySensitive,21093876.11,TRUE,21.09387611
Tanzania,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-6.44222,38.90422,Bagamoyo,2013,China Donates Television Broadcast Truck to TBC,Tanzania,EcologicallySensitive,1107673.433,TRUE,1.107673433
Tanzania,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Tanzania,2013,China Donates Television Broadcast Truck to TBC,Tanzania,EcologicallySensitive,1310608.553,TRUE,1.310608553
Lesotho,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Lesotho,2002,China Donates Meteorological Equipment to Lesotho,Lesotho,ChinatoAfrica,31354.78,TRUE,0.03135478
Djibouti,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Djibouti,2012,China donates 1.5 tons of medical equipment to Djibouti,Djibouti,ChinatoAfrica,109546.62,TRUE,0.10954662
Tanzania,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Pemba,-5.35157,39.64742,Ng’ombeni,2013,Abdallah Mzee Hospital Rehabilitation,Tanzania,EcologicallySensitive,5636409.617,TRUE,5.636409617
Uganda,Communications,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,0,0,Uganda,2013,China donates computers to Uganda political party,Uganda,EcologicallySensitive,929181.68,TRUE,0.92918168
Nigeria,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Nigeria,2013,China provides scholarships for 70 Nigerian students,Nigeria,AdditionalCoded,9860707.9,TRUE,9.8607079
Senegal,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Senegal,2011,"Donation of Anti-malaria Drugs, 25 Vehicles and Mobile Inspection Unit",Senegal,ChinatoAfrica,9342776.313,TRUE,9.342776313
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-5.25,32.83333,Tabora,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6124869.993,TRUE,6.124869993
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-5.75,34.66667,Singida,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6124869.993,TRUE,6.124869993
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-3.66667,32.91667,Shinyanga,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6124869.993,TRUE,6.124869993
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-7.91667,37.25,Morogoro,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6124869.993,TRUE,6.124869993
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-8.2,33.33333,Mbeya,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6124869.993,TRUE,6.124869993
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-1.83333,34.41667,Mara,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6124869.993,TRUE,6.124869993
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-9.5,38.5,Lindi,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6124869.993,TRUE,6.124869993
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-4.75,30.5,Kigoma,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6124869.993,TRUE,6.124869993
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-5.91667,35.91667,Dodoma,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6119247.68,TRUE,6.11924768
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-6.83522,39.19597,Dar es Salaam Region,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,13290514.79,TRUE,13.29051479
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-10.8,39.13333,Mtwara,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6174176.18,TRUE,6.17417618
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-1.5,33.8,Musoma,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6811570.967,TRUE,6.811570967
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-10.72487,39.27979,Newala District,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6789235.813,TRUE,6.789235813
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-6.16667,39.33333,Zanzibar Island,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6021739.613,TRUE,6.021739613
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-5.16667,39.8,Pemba Island,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6121955.033,TRUE,6.121955033
Sudan,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Ed Daein, East Darfur ",11.16667,26.5,Eastern Darfur,2013,Chinese UN peacekeepers construct China-Sudan Friendship Road in Sudan,Sudan,AdditionalCoded,6313239.253,TRUE,6.313239253
Sudan,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Ed Daein, East Darfur ",11.46186,26.12583,Ed Daein,2013,Chinese UN peacekeepers construct China-Sudan Friendship Road in Sudan,Sudan,AdditionalCoded,6107342.42,TRUE,6.10734242
Sudan,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Ed Daein, East Darfur ",11.40333,26.11914,Ed Daein Airport,2013,Chinese UN peacekeepers construct China-Sudan Friendship Road in Sudan,Sudan,AdditionalCoded,6532362.013,TRUE,6.532362013
"Congo, Dem. Rep.",Government and Civil Society,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,DR Congo,2013,16th Chinese peacekeeping force ,"Congo, Dem. Rep.",AdditionalCoded,16995779.5,TRUE,16.9957795
Liberia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,John F. Kennedy Medical Center in Sinkor,6.28689,-10.77364,Kennedy Memorial Hospital,2007,2nd medical team to Liberia,Liberia,AdditionalCoded,7786047.587,TRUE,7.786047587
Liberia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,John F. Kennedy Medical Center in Sinkor,6.28689,-10.77364,Kennedy Memorial Hospital,2009,3rd medical team to Liberia,Liberia,AdditionalCoded,7786047.587,TRUE,7.786047587
Liberia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,John F. Kennedy Medical Center in Sinkor,6.28689,-10.77364,Kennedy Memorial Hospital,2013,5th medical team to Liberia ,Liberia,AdditionalCoded,7782994.513,TRUE,7.782994513
Liberia,Government and Civil Society,Free-standing technical assistance,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Mixed,Monrovia,0,0,Liberia,2013,Deployment of 140 riot police,Liberia,AdditionalCoded,8024210.26,TRUE,8.02421026
Liberia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,6.29849,-10.79631,Ministry of Foreign Affairs,2013,Donation of computers and printers,Liberia,AdditionalCoded,1453229.947,TRUE,1.453229947
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.29611,13.85083,Loutété,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,46604002.25,TRUE,46.60400225
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.35,12.35,Sinansinga,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,47353152.31,TRUE,47.35315231
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.26613,15.28318,Brazzaville,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,53457630.98,TRUE,53.45763098
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.77609,11.86352,Pointe-Noire,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,69788677.99,TRUE,69.78867799
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.19834,12.66664,Dolisie,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,47353152.31,TRUE,47.35315231
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.36139,14.76444,Kinkala,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,47353152.31,TRUE,47.35315231
"Congo, Rep.",Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Brazzaville,-4.27629,15.248,Marien Ngouabi University,2012,Confucius Institute at Marien Ngouabi University,"Congo, Rep.",AdditionalCoded,9291074.753,TRUE,9.291074753
Angola,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Huambo,-12.5,15.66667,Huambo,2012,"China constructs Angola-China Friendship School (primary) in Huambo Province, Angola",Angola,AdditionalCoded,2241827.667,TRUE,2.241827667
Botswana,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Botswana,2011,Chinese ophthalmologists perform 200 cataract operations in Botswana (linked to #30844),Botswana,AdditionalCoded,3982011.5,TRUE,3.9820115
Benin,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,7.18286,1.99119,Abomey,2013,Funding Construction of Technical School,Benin,AdditionalCoded,12270088.87,TRUE,12.27008887
Benin,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,6.36536,2.41833,Cotonou,2013,Two Sweepers Donated to Cotonou,Benin,AdditionalCoded,4425506.933,TRUE,4.425506933
Ethiopia,Education,Scholarships/training in the donor country,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Addis Ababa,9.04667,38.75917,Addis Ababa University,2013,China starts scholarship program for students at Addis Ababa University,Ethiopia,AdditionalCoded,8939057.72,TRUE,8.93905772
Eritrea,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,15.33805,38.93184,Asmara,2013,Confucius Institute opens in Asmara,Eritrea,AdditionalCoded,8583678.473,TRUE,8.583678473
Eritrea,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,0,0,Eritrea,2013,China donates commemorative stamps to Eritrea,Eritrea,AdditionalCoded,96673.64,TRUE,0.09667364
Ghana,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Ghana,2013,Scholarships for the 2013-2014 Academic Year,Ghana,AdditionalCoded,11236542.33,TRUE,11.23654233
Egypt,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Mixed,"Shibin-al-Kawm, Minufiya",30.53899,31.01828,Free Egypt Experiment School,2009,Chinese government established the Freedom Experimental School,Egypt,AdditionalCoded,3056755.133,TRUE,3.056755133
Madagascar,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.91368,47.53613,Antananarivo,2013,China Donates Computers to CENIT in Madagascar,Madagascar,AdditionalCoded,71120.39333,TRUE,0.071120393
Madagascar,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.80198,48.25968,Moramanga District,2013,China Donates Computers to CENIT in Madagascar,Madagascar,AdditionalCoded,70123.40667,TRUE,0.070123407
Madagascar,Government and Civil Society,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.94948,48.23007,Moramanga,2013,China sends electoral monitors to assist Madagascar's elections ,Madagascar,AdditionalCoded,2025347.787,TRUE,2.025347787
Madagascar,Government and Civil Society,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.91368,47.53613,Antananarivo,2013,China sends electoral monitors to assist Madagascar's elections ,Madagascar,AdditionalCoded,5046938.78,TRUE,5.04693878
Malawi,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-15.64732,34.93956,Blantyre District,2012,China Donates 600 Boreholes to Malawi,Malawi,AdditionalCoded,3089501.52,TRUE,3.08950152
Malawi,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Malawi,2012,China Donates 600 Boreholes to Malawi,Malawi,AdditionalCoded,3123518.953,TRUE,3.123518953
Nigeria,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Abuja,9.05785,7.49508,Abuja,2013,"China Library launched in Abuja, Nigeria",Nigeria,AdditionalCoded,13329268.77,TRUE,13.32926877
"Congo, Rep.",Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Brazzaville,-4.26613,15.28318,Brazzaville,2013,"Chinese first lady donates toys, schoolbags, and computers to Congolese orphanage","Congo, Rep.",AdditionalCoded,205730.82,TRUE,0.20573082
"Congo, Rep.",Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Brazzaville,-4.77609,11.86352,Pointe-Noire,2013,22nd Chinese medical team ,"Congo, Rep.",AdditionalCoded,23192177.13,TRUE,23.19217713
"Congo, Rep.",Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Brazzaville,-4.2632,15.22689,Hopital Sino-Congolaise de Mfilou,2013,22nd Chinese medical team ,"Congo, Rep.",AdditionalCoded,22057586.24,TRUE,22.05758624
Namibia,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Windhoek,-22.611,17.05837,University of Namibia,2013,China Establishes Confucius Institute at University of Namibia,Namibia,AdditionalCoded,4619083.073,TRUE,4.619083073
Namibia,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Windhoek,-22.611,17.05837,University of Namibia,2013,China Donates 18 Microscopes to University of Namibia,Namibia,AdditionalCoded,7832722.167,TRUE,7.832722167
Seychelles,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-4.57504,55.43308,Glacis School,2013,China grants Seychelles money to construct primary school,Seychelles,AdditionalCoded,1387934.973,TRUE,1.387934973
Rwanda,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Rwanda,2013,China awards scholarships for Rwandan students to study in China ,Rwanda,EcologicallySensitive,4682591.767,TRUE,4.682591767
Sierra Leone,Water Supply and Sanitation,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Freetown (Four Girl's Schools),8.484,-13.22994,Freetown,2013,"China donates water filters to four girls' schools in Sierra Leone (linked to #31076, #31077)",Sierra Leone,AdditionalCoded,1298658.373,TRUE,1.298658373
Sierra Leone,Water Supply and Sanitation,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Freetown (Four Girl's Schools),8.47856,-13.25662,Methodist Girls High School,2013,"China donates water filters to four girls' schools in Sierra Leone (linked to #31076, #31077)",Sierra Leone,AdditionalCoded,930073.74,TRUE,0.93007374
Sierra Leone,Water Supply and Sanitation,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Freetown (Four Girl's Schools),8.47709,-13.2471,Freetown Senior Secondary School for Girls (FSSG),2013,"China donates water filters to four girls' schools in Sierra Leone (linked to #31076, #31077)",Sierra Leone,AdditionalCoded,1250068.613,TRUE,1.250068613
Sierra Leone,Water Supply and Sanitation,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Freetown (Four Girl's Schools),8.48406,-13.25886,Vine Memorial Secondary School in Freetown,2013,"China donates water filters to four girls' schools in Sierra Leone (linked to #31076, #31077)",Sierra Leone,AdditionalCoded,1250068.613,TRUE,1.250068613
Sierra Leone,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.48681,-13.26124,Congo Town,2013,"Chinese embassy in Sierra Leone provides training for unemployed women (linked to #31075, #31077)",Sierra Leone,AdditionalCoded,3945369.48,TRUE,3.94536948
Tunisia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,36.86724,10.29176,Hopital Mongi Slim La Marsa,2012,20th Chinese medical team ,Tunisia,AdditionalCoded,8958379.24,TRUE,8.95837924
Tunisia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,36.51386,8.75799,Hospital Regional De Jendouba,2012,20th Chinese medical team ,Tunisia,AdditionalCoded,10038042.27,TRUE,10.03804227
Tunisia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,35.17532,8.79332,Hopital Regional de Kasserine,2012,20th Chinese medical team ,Tunisia,AdditionalCoded,10688281.5,TRUE,10.6882815
Tunisia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,35.04011,9.48421,Sidi Bouzid Regional Hospital,2012,20th Chinese medical team ,Tunisia,AdditionalCoded,6906493.46,TRUE,6.90649346
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.19417,36.65506,Muguga,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,403249546.1,TRUE,403.2495461
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.23333,36.68333,Gitaru,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,403249546.1,TRUE,403.2495461
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.32613,36.79107,Masai,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,403249546.1,TRUE,403.2495461
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.29875,36.85249,Maisha,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,403249546.1,TRUE,403.2495461
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.33308,36.71624,Karen,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,396341984.6,TRUE,396.3419846
Lesotho,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Lesotho,2011,China Provides Equipment and Training for a Radio & TV Network Expansion Project,Lesotho,AdditionalCoded,5026472.507,TRUE,5.026472507
Lesotho,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Basotho,0,0,Lesotho,2013,China Grants 2013-2014 Scholarships to Basotho Students,Lesotho,AdditionalCoded,3600135.147,TRUE,3.600135147
Mali,Government and Civil Society,Free-standing technical assistance,ODA-like,"People's Liberation Army of China, Government Agency",Development,unknown,0,0,Mali,2013,China sends Peacekeeping Troop to Mali,Mali,AdditionalCoded,12478152.33,TRUE,12.47815233
Lesotho,Education,Free-standing technical assistance,OOF-like,"China Ministry of Culture, Government Agency",Representational,unknown,0,0,Lesotho,2012,China Provides Pottery Training Course to Lesotho,Lesotho,AdditionalCoded,10858101.3,TRUE,10.8581013
"Africa, regional",Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"South Africa, Lesotho",-25.74486,28.18783,Pretoria,2013,Performance by Students from Universities in Shanghai,"Africa, regional",AdditionalCoded,22996183.01,TRUE,22.99618301
"Africa, regional",Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"South Africa, Lesotho",-29.31667,27.48333,Maseru,2013,Performance by Students from Universities in Shanghai,"Africa, regional",AdditionalCoded,22996183.01,TRUE,22.99618301
"Africa, regional",Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"South Africa, Lesotho",-33.92584,18.42322,Cape Town,2013,Performance by Students from Universities in Shanghai,"Africa, regional",AdditionalCoded,23659325.03,TRUE,23.65932503
Lesotho,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development, Motebang Hospital of Leribe,-28.8725,28.0511,Motebang Hospital,2011,China Sends 8th Medical Team to Lesotho,Lesotho,AdditionalCoded,7907836.067,TRUE,7.907836067
Lesotho,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Maseru,-28.8725,28.0511,Motebang Hospital,2013,China sends 9th medical assistance team to Lesotho,Lesotho,AdditionalCoded,6135293.96,TRUE,6.13529396
Mozambique,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,ChokuÍ© ,-24.53333,32.98333,Chokwé,2012,China provided 382 million RMB loan to build an agro-industrial complex ,Mozambique,AdditionalCoded,188179766.1,TRUE,188.1797661
