all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling,aid_in_millions
Burundi,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Burundi,2014,"China donates 100,000 USD to International Conference on the Great Lakes Region in Burundi",Burundi,EcologicallySensitive,100000,FALSE,0.1
Burundi,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Burundi,2014,China donates 5 million RMB worth of materials to Burundi elections,Burundi,AdditionalCoded,813877,FALSE,0.813877
Burundi,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Bujumbura,-3.3822,29.3644,Bujumbura,2014,Chinese commissions Huawei-Onatel for Metropolitan Area Network in Burundi,Burundi,EcologicallySensitive,14980000,FALSE,14.98
Kenya,General Environmental Protection,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-1.08911,37.00832,Jomo Kenyatta University of Agriculture and Technology,2014,China to donate 10 million USD for wildlife conservation,Kenya,AdditionalCoded,10000000,FALSE,10
Kenya,General Environmental Protection,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Kenya,2014,China to donate 10 million USD for wildlife conservation,Kenya,AdditionalCoded,10000000,FALSE,10
"Congo, Dem. Rep.",Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,DR Congo,2014,China donates 5 million USD worth of medical materials to the Democratic Republic of Congo,"Congo, Dem. Rep.",EcologicallySensitive,5000000,FALSE,5
Tanzania,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Mvomero District,-6.37697,37.37373,Magole,2014,China donates 30 million shillings to Tanzania for flood relief,Tanzania,EcologicallySensitive,18138,FALSE,0.018138
Tanzania,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Rorya District,-1.28912,34.07161,Rorya District Council,2014,"Chinese Ambassador Donates $3,000 USD to Construct Tanzanian School",Tanzania,EcologicallySensitive,3000,FALSE,0.003
Rwanda,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-1.58333,29.91667,Northern Province,2014,China donates solar energy kit systems to Rwanda,Rwanda,EcologicallySensitive,642304,FALSE,0.642304
Kenya,General Environmental Protection,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-1.41667,34.91667,Maasai Mara National Reserve,2014,"Chinese donated $20,000 USD anti-poaching equipment to Kenya ",Kenya,AdditionalCoded,20000,FALSE,0.02
Angola,Unallocated / Unspecified,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Angola,2014,China donates 180 million yuan to Angola,Angola,AdditionalCoded,29299574,FALSE,29.299574
Benin,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Benin,2014,China provides assistance for Ebola prevention in Benin,Benin,AdditionalCoded,840000,FALSE,0.84
Angola,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Luanda,-8.83682,13.23432,Luanda,2014,"Chinese embassy donates 350,000 RMB in sports equipment to Angola",Angola,AdditionalCoded,56971,FALSE,0.056971
Botswana,Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,unknown,-24.65451,25.90859,Gaborone,2014,China donates money for exercise equipment to Botswana charity,Botswana,AdditionalCoded,19496,FALSE,0.019496
Mauritania,Water Supply and Sanitation,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Nouakchott,18.08581,-15.9785,Nouakchott,2014,China provides 3.3 million USD to Mauritania for sanitation ,Mauritania,AdditionalCoded,3300000,FALSE,3.3
Ghana,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Ghana,2014,China donates 5 million CNY in medical supplies to Ghana for ebola outbreak,Ghana,AdditionalCoded,813877,FALSE,0.813877
Uganda,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Isimba,0.825,33.03,Isimba Hydropower Project,2014,Exim Bank loans 482.5 million USD for Isimba hydropower plant,Uganda,EcologicallySensitive,482500000,FALSE,482.5
Ethiopia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,8.89643,38.78908,Akaki Kality,2014,EXIM loans $177 million USD for Lebu-Akaki-IT Park (Goro) outer ring road in Ethiopia (linked to #30886),Ethiopia,AdditionalCoded,177000000,FALSE,177
Ethiopia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,8.99754,38.80909,Goro,2014,EXIM loans $177 million USD for Lebu-Akaki-IT Park (Goro) outer ring road in Ethiopia (linked to #30886),Ethiopia,AdditionalCoded,177000000,FALSE,177
Ethiopia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,8.95731,38.72518,Nefas Silk Lafto Sub City,2014,EXIM loans $177 million USD for Lebu-Akaki-IT Park (Goro) outer ring road in Ethiopia (linked to #30886),Ethiopia,AdditionalCoded,177000000,FALSE,177
Ethiopia,Education,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Addis Ababa,9.02497,38.74689,Addis Ababa,2014,China donates materials worth 1 million ETB to Tinbite Ermiyas School in Ethiopia,Ethiopia,AdditionalCoded,58891,FALSE,0.058891
Cote D'Ivoire,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Commercial,unknown,0,0,Ivory Coast,2014,China loans Ivory Coast 210 million USD for purchasing cars,Cote D'Ivoire,AdditionalCoded,210000000,FALSE,210
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-0.80617,8.81926,Ntchengué,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888,FALSE,133.360888
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-1.01821,8.90104,Ozouri,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888,FALSE,133.360888
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-1.57464,9.26184,Omboué,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888,FALSE,133.360888
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-1.21201,9.0217,Ikéoué,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888,FALSE,133.360888
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-0.71933,8.78151,Port-Gentil,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888,FALSE,133.360888
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-1.03295,8.90193,Ogooue River bridge,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888,FALSE,133.360888
Guinea,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Guinea,2014,China grants 1 million RMB of medical supplies to Guinea for Ebola,Guinea,AdditionalCoded,162775,FALSE,0.162775
"Africa, regional",Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Guinea,2014,"[Ebola] China donated 200 million RMB to Guinea, Liberia, and Sierra Leone for Ebola (Linked to Project ID #44589 & #44593)","Africa, regional",AdditionalCoded,28540000,FALSE,28.54
"Africa, regional",Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Sierra Leone,2014,"[Ebola] China donated 200 million RMB to Guinea, Liberia, and Sierra Leone for Ebola (Linked to Project ID #44589 & #44593)","Africa, regional",AdditionalCoded,28540000,FALSE,28.54
"Africa, regional",Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Liberia,2014,"[Ebola] China donated 200 million RMB to Guinea, Liberia, and Sierra Leone for Ebola (Linked to Project ID #44589 & #44593)","Africa, regional",AdditionalCoded,28540000,FALSE,28.54
Togo,Health,Grant,ODA-like,"China Ministry of Commerce, Government Agency",Development,unknown,0,0,Togo,2014,"China donates USD 820,000 to Togo in medical supplies to prevent Ebola",Togo,AdditionalCoded,820000,FALSE,0.82
Somalia,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Somalia,2014,"China Delivers Goods Worth 20,000 USD to IDPs in Somalia",Somalia,AdditionalCoded,20000,FALSE,0.02
Somalia,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Somalia,2014,"China Donates 20,000 USD Cash to Somalia",Somalia,AdditionalCoded,20000,FALSE,0.02
Mali,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Mali,2014,China donates 80 million XOF in medical materials for Ebola,Mali,AdditionalCoded,161807,FALSE,0.161807
Mali,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Mali,2014,China donated Ebola materials worth 420 million XOF,Mali,AdditionalCoded,849489,FALSE,0.849489
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-3.563,39.644,Kilifi,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000,FALSE,1633
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-3.86332,39.47362,Mariakani,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000,FALSE,1633
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-1.4563,36.97826,Athi River,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000,FALSE,1633
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-2.28524,37.82654,Makindu,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000,FALSE,1633
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-2.019,37.37167,Sultan Hamud,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000,FALSE,1633
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-3.39605,38.55609,Voi,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000,FALSE,1633
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-1.28333,36.81667,Nairobi,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000,FALSE,1633
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-4.05466,39.66359,Mombasa,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000,FALSE,1633
Kenya,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Nairobi ,0,0,Kenya,2014,China grants 'Chinese Ambassador Scholarship' worth 2 million Shillings to 20 Kenyan students (linked to #36095),Kenya,AdditionalCoded,22747,FALSE,0.022747
Rwanda,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Barizo village, Musanze district, Norther province",-1.50763,29.60662,Musanze District,2013,China funded and constructed a vocational school ,Rwanda,AdditionalCoded,13128380,FALSE,13.12838
Rwanda,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Kigali,-1.95475,30.08154,Kimihurura,2014,China to build a government administrative office complex for Rwanda,Rwanda,AdditionalCoded,26508751,FALSE,26.508751
Rwanda,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Rulindo District; northern province,-1.73828,29.99794,Rulindo District,2010,China builds Inyange Girls School of Science in Rwanda,Rwanda,AdditionalCoded,1294081,FALSE,1.294081
Uganda,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.31628,32.58219,Kampala,2014,"China donated 98 solar energy lamps in Kampala, Uganda",Uganda,EcologicallySensitive,800000,FALSE,0.8
Rwanda,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Rwanda,2013,"China grants $32,400 to Rwanda in support of Imbuto scholarship program",Rwanda,AdditionalCoded,32943,FALSE,0.032943
"Africa, regional",Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,9.00013,38.74421,AU Conference Center and Office Complex,2006,China grants $200 million for construction of African Union HQ in Ethiopia,"Africa, regional",AdditionalCoded,367882199,FALSE,367.882199
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-11.65,20.45,Léua,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.8525,15.56056,Caála,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-10.70727,22.22466,Luau,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.15,18.08333,Cuemba,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.3644,13.53601,Lobito,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-13.01667,14.63333,Ganda,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.15,17.28333,Catabola,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-11.21762,21.64531,Luacano,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.85636,15.06354,Ukuma,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.23333,16.78333,Cunhinga,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-13.03333,14.25,Cubal,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.82494,14.92823,Tchindjendje,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.01667,17.48333,Camacupa,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.90667,15.25333,Longonjo,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.55,16.33333,Chinguar,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.77611,15.73917,Huambo,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.38333,16.93333,Kuito,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.57626,13.40547,Benguela,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-11.78333,19.91667,Luena,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497,FALSE,919.705497
Liberia,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,6.96667,-9.63333,Bong County,2009,"China granted $10,000 USD equipment and materials to combat army worms",Liberia,AdditionalCoded,13571,FALSE,0.013571
Liberia,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.03333,-9.85,Lofa County,2009,"China granted $10,000 USD equipment and materials to combat army worms",Liberia,AdditionalCoded,13571,FALSE,0.013571
Liberia,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,7.36667,-10.31667,Gbarpolu County,2009,"China granted $10,000 USD equipment and materials to combat army worms",Liberia,AdditionalCoded,13571,FALSE,0.013571
Liberia,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Liberia,2013,China donated $0.5 million USD anti-malaria drugs,Liberia,AdditionalCoded,508377,FALSE,0.508377
Zambia,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Karibua North; Kafue West; south of Lusaka,-15.76911,28.18136,Kafue,2014,China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia,Zambia,EcologicallySensitive,41000000,FALSE,41
Zambia,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Karibua North; Kafue West; south of Lusaka,-15.61994,28.44125,Kafue district,2014,China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia,Zambia,EcologicallySensitive,41000000,FALSE,41
Zambia,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Karibua North; Kafue West; south of Lusaka,-16.26742,28.55036,Siavonga District,2014,China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia,Zambia,EcologicallySensitive,41000000,FALSE,41
Zambia,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Karibua North; Kafue West; south of Lusaka,-16.52205,28.76165,Kariba Dam,2014,China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia,Zambia,EcologicallySensitive,41000000,FALSE,41
Zambia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-12,31,Mpika District,2014,China commits loan for upgrade of the Kenneth Kaunda International Airport ,Zambia,EcologicallySensitive,360000000,FALSE,360
Zambia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-15.33082,28.45263,Lusaka Internationalairport,2014,China commits loan for upgrade of the Kenneth Kaunda International Airport ,Zambia,EcologicallySensitive,360000000,FALSE,360
Lebanon,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,South Lebanon; Baalbek-Hermel,33.41667,35.33333,South Governorate,2000,"China grants Lebanon 600,000 USD for implementation of education projects",Lebanon,AdditionalCoded,1392289,FALSE,1.392289
Zambia,Health,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Zambia,2012,Chinese loans Zambia $60 million USD for medical team projects,Zambia,AdditionalCoded,63542126,FALSE,63.542126
Lebanon,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Lebanon,2006,China sends Lebanon 2.5 million USD worth of emergency aid,Lebanon,AdditionalCoded,4598527,FALSE,4.598527
Jordan,Government and Civil Society,Grant,ODA-like,"China Ministry of Culture, Government Agency",Development,unknown,31.98934,35.87681,Jordanian Ministry of Culture,2001,China Donates 12 computers Worth 200 thousand RMB to the Jordanian Ministry of Culture,Jordan,AdditionalCoded,454698,FALSE,0.454698
Jordan,"Industry, Mining, Construction",Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Ma'an,30.19624,35.73405,Ma'an,2003,China offers 66 million Yuan interest-free loan to Jordan to build industrial park(linked to #40987),Jordan,AdditionalCoded,17568774,FALSE,17.568774
Jordan,"Industry, Mining, Construction",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Maan,30.19624,35.73405,Ma'an,2003,China grants 4.3 million Yuan to Jordan to build the Ma'an industrial Estate(linked to #40986),Jordan,AdditionalCoded,1144632,FALSE,1.144632
Turkey,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Bingol,39.08333,40.83333,Bingöl,2003,"China donates $30,000 to Turkey for earthquake recovery",Turkey,AdditionalCoded,66099,FALSE,0.066099
Yemen,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development, Sana'a,15.24928,44.25233,48 Model Hospital,2008,China grants $8 million for Chinese Friendship Hospital in Yemen (Linked to Projects #41002 and #41003),Yemen,AdditionalCoded,11031305,FALSE,11.031305
Yemen,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development, central Sana'a,15.35083,44.2025,National Library of Yemen,2009,China aids Yemen for the Yemeni Grand National Library project,Yemen,AdditionalCoded,54283952,FALSE,54.283952
Yemen,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Sana_„Ža,15.25024,44.25401,Chinese-Yemeni Friendship Hospital,2013,"China donates $5 million in medical equipment to Yemen (Linked to #40996, #41002)",Yemen,AdditionalCoded,5083767,FALSE,5.083767
Jordan,Other Social infrastructure and services,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Jordanian Royal Cultural Center (RCC),31.97775,35.90452,Jordanian Royal Cultural Center,2004,China grants Jordanian cultural center 20 thousand USD to support cultural activities,Jordan,AdditionalCoded,41216,FALSE,0.041216
Turkey,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Van Province,0,0,Turkey,2011,Chinese government grants $1 million USD for Van Earthquake relief,Turkey,AdditionalCoded,1109987,FALSE,1.109987
Jordan,Other Multisector,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Jordan,2004,China loans Jordan 200 million CNY for numerous projects,Jordan,AdditionalCoded,49459059,FALSE,49.459059
Jordan,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,31.95522,35.94503,Amman,2008,China committed to install closed circuit televisions worth 2.6 million USD in Jordan,Jordan,AdditionalCoded,3585174,FALSE,3.585174
Yemen,Government and Civil Society,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Sana'a,15.34385,44.17116,Ministry of Foreign Affairs,2007,China grants $7 million to build the Ministry of Foreign Affairs buiding in Yemen,Yemen,AdditionalCoded,1145266,FALSE,1.145266
Turkey,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,39,35,Anatolia,2002,"China donates $5,000 to World Peace Kindergarten and Children's Club",Turkey,AdditionalCoded,11301,FALSE,0.011301
Namibia,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Otjomuise, Windhoek",-22.55466,17.01904,Otjomuise Secondary School,2011,China funds construction of Otjomuise Secondary School worth 120 million NAD,Namibia,AdditionalCoded,18344037,FALSE,18.344037
