all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling
Madagascar,"Agriculture, Forestry and Fishing",Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Madagascar,2008,China provides training for agricultural experts from Madagascar ,Madagascar,AdditionalCoded,3141105.693333333,True
Malawi,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Malawi,2012,China provides first batch of anti-malaria drugs to Malawi,Malawi,AdditionalCoded,553199.74,True
Malawi,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Malawi,2012,China provides Malawi scholarships and training programs,Malawi,AdditionalCoded,542193.8,True
Guinea,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Conakry,9.5068,-13.705,Ignace Deen Hospital,2009,Anti-malaria center ,Guinea,AdditionalCoded,2334891.573333333,True
Cameroon,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Nanga-Eboko,4.6833300000000015,12.36667,Nanga Eboko,2008,China constructs agricultural demonstration center in Cameroon,Cameroon,AdditionalCoded,7428563.993333332,True
Algeria,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"China Ministry of Commerce, Government Agency",Development,unknown,35.75,0.91667,Relizane,2011,Saline Soil Management Demonstration Project,Algeria,AdditionalCoded,10734716.833333334,True
Algeria,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"China Ministry of Commerce, Government Agency",Development,unknown,0.0,0.0,Algeria,2011,Saline Soil Management Demonstration Project,Algeria,AdditionalCoded,10810094.453333333,True
Angola,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-8.86727,13.17869,Ministry of Foreign Affairs,2007,Donation of Office Equipment to Ministry of Foreign Affairs,Angola,AdditionalCoded,374545.54,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,3.51988,11.50217,Mbalmayo District Hospital,2010,15th Chinese medical team ,Cameroon,AdditionalCoded,10126039.193333333,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,9.92887,13.94259,Guider District Hospital,2010,15th Chinese medical team ,Cameroon,AdditionalCoded,10126039.193333333,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,3.90763,11.53932,Yaounde Gynaeco-Obstetric and Pediatric Hospital,2010,15th Chinese medical team ,Cameroon,AdditionalCoded,8507589.886666667,True
Cameroon,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Yaounde,3.86667,11.51667,Yaoundé,2011,Shenzhen Troupe Performs in Cameroon ,Cameroon,AdditionalCoded,7095610.9,True
Cameroon,Other Social infrastructure and services,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,3.86667,11.51667,Yaoundé,2008,Technical Training Programs in Yaounde Conference Center,Cameroon,AdditionalCoded,8135153.12,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,3.90763,11.53932,Yaounde Gynaeco-Obstetric and Pediatric Hospital,2006,13th Chinese medical team,Cameroon,AdditionalCoded,7181359.693333332,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,3.51988,11.50217,Mbalmayo District Hospital,2006,13th Chinese medical team,Cameroon,AdditionalCoded,7297128.913333332,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,9.92887,13.94259,Guider District Hospital,2006,13th Chinese medical team,Cameroon,AdditionalCoded,7299363.22,True
Cameroon,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,3.85692,11.49796,Yaounde Sports Complex,2011,Goods Exchange Ceremony were Held in Multipurpose Stadium (Linked to Project ID #31867 #31868),Cameroon,AdditionalCoded,27508172.16,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Mbalmayo,3.90763,11.53932,Yaounde Gynaeco-Obstetric and Pediatric Hospital,2008,14th Chinese medical team,Cameroon,AdditionalCoded,10071371.353333334,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Mbalmayo,9.92887,13.94259,Guider District Hospital,2008,14th Chinese medical team,Cameroon,AdditionalCoded,10320291.306666667,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Mbalmayo,3.51988,11.50217,Mbalmayo District Hospital,2008,14th Chinese medical team,Cameroon,AdditionalCoded,8102943.886666668,True
Cameroon,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Yaounde, Mbalmayo, Guider",3.51988,11.50217,Mbalmayo District Hospital,2014,17th Chinese medical team ,Cameroon,AdditionalCoded,5554032.1,True
Cameroon,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Yaounde, Mbalmayo, Guider",9.92887,13.94259,Guider District Hospital,2014,17th Chinese medical team ,Cameroon,AdditionalCoded,5554032.1,True
Cameroon,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Yaounde, Mbalmayo, Guider",3.90763,11.53932,Yaounde Gynaeco-Obstetric and Pediatric Hospital,2014,17th Chinese medical team ,Cameroon,AdditionalCoded,5529310.413333333,True
Cameroon,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Cameroon,2014,Forestry Equipment and Office Supplies,Cameroon,AdditionalCoded,1040358.34,True
Cameroon,General Environmental Protection,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Cameroon,2013,China Donate Climate Change Goods to Cameroon,Cameroon,AdditionalCoded,3134460.466666667,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,3.51988,11.50217,Mbalmayo District Hospital,2012,16th Chinese medical team,Cameroon,AdditionalCoded,10126039.193333333,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,9.92887,13.94259,Guider District Hospital,2012,16th Chinese medical team,Cameroon,AdditionalCoded,10126039.193333333,True
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,3.90763,11.53932,Yaounde Gynaeco-Obstetric and Pediatric Hospital,2012,16th Chinese medical team,Cameroon,AdditionalCoded,8507589.886666667,True
Cameroon,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Cameroon,2011,China Donate Office Equipment and Teaching Supplies to Two Primary Schools in Cameroon,Cameroon,AdditionalCoded,2348379.513333333,True
Cameroon,"Industry, Mining, Construction",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,3.85692,11.49796,Yaounde Sports Complex,2008,Riverway Transform Project for Multipurpose Stadium,Cameroon,AdditionalCoded,49749099.94,True
"Congo, Rep.",Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Congo,2011,China donates anti-malaria medicine to the Republic of Congo,"Congo, Rep.",AdditionalCoded,867649.1866666665,True
"Congo, Rep.",Other Social infrastructure and services,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-4.27347,15.24691,Stade Alphonse Massamba-Debat,2010,China provides technical assistance to stadium renovation to the Republic of Congo,"Congo, Rep.",AdditionalCoded,23444097.22,True
"Congo, Rep.",Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Pointe Noire,-4.77609,11.86352,Pointe-Noire,2011,China providede technical assistance to Loandjili Hospital,"Congo, Rep.",AdditionalCoded,15877039.053333333,True
"Congo, Rep.",Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe Noire",-4.77609,11.86352,Pointe-Noire,2011,21st Chinese medical team,"Congo, Rep.",AdditionalCoded,14461043.386666667,True
"Congo, Rep.",Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe Noire",-4.2946300000000015,15.24237,Makelekele Hospital,2011,21st Chinese medical team,"Congo, Rep.",AdditionalCoded,23071985.18,True
"Congo, Rep.",Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe Noire",-4.23425,15.295379999999998,Talangai Hospital,2011,21st Chinese medical team,"Congo, Rep.",AdditionalCoded,23071985.18,True
Equatorial Guinea,"Industry, Mining, Construction",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Bata,1.86391,9.76582,Bata,2005,China provides interest free loans to Equatorial Guinea for construction of government buildings,Equatorial Guinea,AdditionalCoded,17442612.7,True
Ghana,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Ho,6.60084,0.4713,Ho,2013,Construction of Medical University in Ho,Ghana,AdditionalCoded,5507494.226666667,True
Ghana,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Accra,5.5374300000000005,-0.2274,Korle Bu Teaching Hospital,2007,1st Chinese Medical Assistance Team ,Ghana,AdditionalCoded,10994448.173333334,True
Equatorial Guinea,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,3.75,8.78333,Malabo,2004,China provides interest free loans to Equatorial Guinea for the construction of Malabo Broadcast & TV Center,Equatorial Guinea,AdditionalCoded,16698870.986666664,True
Equatorial Guinea,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Malabo,3.75,8.78333,Malabo,2006, 23rd Medical Team to Equatorial Guinea,Equatorial Guinea,AdditionalCoded,3264408.493333333,True
Equatorial Guinea,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"Bata, Malabo",3.75,8.78333,Malabo,2006,Performance China Sichuan Art Troupe ,Equatorial Guinea,AdditionalCoded,4333806.9,True
Equatorial Guinea,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"Bata, Malabo",1.86391,9.76582,Bata,2006,Performance China Sichuan Art Troupe ,Equatorial Guinea,AdditionalCoded,4373734.193333333,True
Guinea-Bissau,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,12.27444,-16.16528,Cacheu,2011,13th Medical Team to Guinea-Bissau,Guinea-Bissau,AdditionalCoded,94767.12,True
Guinea-Bissau,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,11.86337,-15.58379,Hospital Nacional Simao Mendes,2006,11th Medical Assistance Team to Guinea-Bissau,Guinea-Bissau,AdditionalCoded,95647.08666666668,True
Kenya,Education,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-0.329,35.944,Njoro,2009,China Sends Volunteer Teachers to Kenya,Kenya,AdditionalCoded,8213246.603333333,True
Kenya,Education,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.30206,35.31440999999999,Kesses,2009,China Sends Volunteer Teachers to Kenya,Kenya,AdditionalCoded,8213246.603333333,True
Kenya,Education,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-1.28333,36.81667,Nairobi,2009,China Sends Volunteer Teachers to Kenya,Kenya,AdditionalCoded,11260922.813333333,True
Equatorial Guinea,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Equatorial Guinea,2007,China provides training programs to 58 people,Equatorial Guinea,AdditionalCoded,587077.5533333332,True
Equatorial Guinea,Energy Generation and Supply,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,3.78206,8.71499,Bioco Powerplant,2008,China's Hydro-power Technology Group Helped Equatorial Guinea to Fix Transformer,Equatorial Guinea,AdditionalCoded,1039713.7866666665,True
