all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.75,37.63333,Kilimanjaro,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-7.85,35.55,Iringa,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.91667,35.91667,Dodoma,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.83523,39.19597,Dar es Salaam Region,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.0,36.0,Arusha,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.2,31.9,Geita,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.63861,30.46778,Kabanga,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.385,30.78583,Rusumo,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.63194,31.30889,Biharamulo,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.0666699999999985,37.73333,Same,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.66667,32.65,Sengerema,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.05,32.6,Nyanhwale,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.33333,37.41667,Mvomero,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.42526,38.97473,Pangani,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.6,35.28333,Mufindi,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.35,36.48333,Mpwapwa,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.9,38.45,Mkinga,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.85,33.08333,Misungwi,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.85,35.53333,Mbulu,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.36667,32.26667,Mbogwe,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.75,34.83333,Manyoni,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.78333,38.28333,Lushoto,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.15,38.48333,Korogwe,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.9,35.78333,Kondoa,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.86667,36.85,Kiteto,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.83333,36.98333,Kilosa,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.63333,37.6,Kilindi,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.83333,32.6,Kahama,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.45,32.9,Ilemera,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.4333300000000015,38.01667,Handeni,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.15,36.86667,Geiro,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.63778,31.76694,Chato,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.5166699999999995,32.05,Bukombe,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.98304,35.3159,Bahi,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.17221,35.73947000000001,Dodoma,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.82349,39.26951,Dar es Salaam,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-7.766669999999999,35.7,Iringa,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.66393,33.42118,Shinyanga,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.82102,37.66122,Morogoro,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.35,37.33333,Moshi,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.21667,35.75,Babati,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.06893,39.09875,Tanga,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.51667,32.9,Mwanza,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.86667,32.16667,Geita,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.81629,34.74358,Singida,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.36667,36.68333,Arusha,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.04,33.0,Ukerewe District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.98886,36.61331,Ulanga District Council,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.9245199999999985,39.42178,Temeke District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.11574,39.02753,Tanga City Council,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.66667,33.5,Shinyanga Urban,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.105,37.544,Rombo District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.7035,37.62296,Mwanga District Council,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.905,38.923,Muheza District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.8166699999999985,37.66667,Morogoro Urban,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.0,36.366,Monduli District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.59381,33.40249,Magu District Council,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.062,33.36,Kwimba District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.24136,36.33492,Kilombero District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-7.563989999999999,34.88159,Iringa Rural District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.91805,39.16254,Ilala District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.5,35.25,Hanang District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.2543,37.19123,Hai District Council,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.766,31.459,Biharamulo District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.305,36.801,Arumeru District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.731,33.8,Kishapu District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.0,35.85,Kilolo District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.2,36.417,Kongwa,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.21667,35.75,Babati District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.86667,36.6,Simanjiro,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.431,36.698,Arusha District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.75,38.11667,Morogoro Rural,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.642,33.105,Shinyanga Rural,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-7.77,35.69,Iringa Urban District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.84,34.71,Singida Urban District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.1597300000000015,35.798,Dodoma Urban District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.352,37.341,Moshi Urban District,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-2.73319,36.69773,Longido,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.78693,39.2699,Kinondoni,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.83333,39.26667,Ilala,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Kenya,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Uganda,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Burundi,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Rwanda,2008,"EXIM Bank Loans $70 million USD for National Fibre-Optic Backbone Phase 1 (linked to #23150, #30603)",Tanzania,ChinatoAfrica,96523917.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.25,32.83333,Tabora,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.0,31.41667,Rukwa,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.2,33.33333,Mbeya,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-9.5,38.5,Lindi,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.75,30.5,Kigoma,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.83522,39.19597,Dar es Salaam Region,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.7,36.23333,Ruvuma,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.8,39.13333,Mtwara,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
